239	278	73
168	274	137
151	266	145
231	265	98
289	278	100
82	278	141
279	254	91
320	187	108
252	237	65
205	253	86
302	221	74
112	274	81
210	234	95
300	230	67
310	187	87
288	266	82
187	275	121
152	271	133
51	250	128
250	254	86
43	247	107
236	274	73
115	286	103
279	265	87
31	235	124
324	219	82
39	230	113
232	267	84
138	297	106
286	275	93
188	289	136
210	253	107
100	269	132
239	275	121
276	210	64
154	262	137
213	276	117
238	291	95
122	276	123
48	232	102
145	292	154
269	222	134
197	261	143
232	270	115
253	237	84
222	263	132
77	260	136
277	237	113
203	239	93
293	263	129
220	232	111
166	280	143
16	213	137
27	219	124
243	267	119
288	252	113
258	228	87
52	244	141
61	271	137
87	279	121
67	258	125
270	237	139
158	261	119
229	271	126
261	228	115
181	257	120
260	226	108
134	289	108
296	247	132
214	235	102
25	217	117
265	226	110
35	235	134
189	247	129
253	260	108
100	283	120
66	278	120
72	275	141
171	250	124
155	273	141
72	287	130
44	280	130
130	257	121
208	227	106
282	241	89
204	249	80
29	230	113
153	234	128
70	258	146
49	276	128
273	209	137
166	226	95
317	206	112
149	263	121
274	200	113
300	239	93
197	236	112
247	209	119
67	248	111
237	276	59
257	226	94
275	228	97
29	283	129
211	260	134
127	257	132
299	245	137
221	274	134
179	280	143
25	249	129
307	211	112
287	230	121
198	241	103
320	192	107
274	218	116
130	288	115
36	243	125
55	267	151
72	254	116
306	201	87
180	258	113
318	182	99
68	312	134
47	278	120
213	267	121
258	254	115
238	270	94
284	270	98
97	310	128
59	284	147
131	279	129
135	260	124
90	300	100
88	278	113
92	282	112
167	279	112
30	223	129
130	273	129
195	274	130
296	265	121
58	256	128
146	274	136
326	244	76
233	279	87
134	286	97
303	234	54
77	269	142
328	222	67
278	236	78
99	280	116
46	260	95
204	245	106
218	262	143
26	244	126
310	191	113
284	278	71
182	273	102
169	270	119
187	271	134
16	198	134
310	208	123
