240	49	344	80
184	48	347	22
27	482	350	76
153	89	347	19
127	169	354	17
259	48	335	26
276	45	342	12
169	53	343	12
200	53	346	12
92	280	359	60
112	220	351	16
143	117	352	24
166	60	343	15
90	281	352	15
247	45	339	8
204	49	344	10
75	330	358	16
85	293	352	18
122	177	354	15
181	49	339	16
147	106	352	19
27	478	344	21
251	46	346	22
165	68	346	21
270	42	342	22
255	46	339	16
25	484	344	22
73	344	363	20
291	50	350	17
318	29	346	16
150	98	352	16
45	426	342	18
295	42	347	19
141	125	348	27
65	361	367	28
114	214	355	23
31	465	343	19
289	50	347	19
279	49	346	15
83	302	356	24
263	48	347	20
114	209	356	22
78	321	355	19
81	313	362	21
93	280	360	19
259	46	344	18
102	246	355	23
127	173	358	19
91	281	350	19
60	377	348	3
256	45	336	3
101	248	344	4
192	49	344	3
178	52	336	5
202	48	336	41
122	182	342	15
319	26	332	20
273	46	339	18
298	44	348	14
85	301	347	25
150	98	340	19
74	333	360	22
115	205	344	19
267	45	342	14
217	34	324	25
172	48	328	9
264	49	316	9
271	44	336	8
77	313	362	12
120	185	346	14
204	42	334	20
39	445	315	18
61	378	343	9
105	237	350	28
62	370	360	25
105	242	346	16
227	48	332	31
276	46	335	27
