34	187	59	18
28	178	73	10
44	192	61	10
40	190	53	11
5	145	111	18
63	205	144	15
50	194	75	10
8	143	111	10
30	179	63	9
53	192	75	33
22	177	100	14
16	170	117	11
82	238	160	17
59	197	119	15
33	186	59	19
67	201	183	10
69	209	190	11
19	177	109	12
59	190	117	13
28	182	65	10
29	180	62	10
41	201	54	11
86	253	140	13
80	223	165	14
51	197	78	12
27	180	76	13
69	208	188	13
75	220	186	15
17	166	101	14
30	188	62	15
92	242	137	11
55	198	101	14
84	229	145	15
12	157	107	15
36	191	51	11
64	199	158	20
14	157	96	14
55	199	99	14
50	196	78	12
42	200	62	13
41	194	62	16
78	233	169	21
73	217	192	14
76	227	180	14
46	194	73	16
45	197	68	13
55	195	94	13
43	200	63	14
38	192	53	29
26	179	77	17
82	234	159	20
88	233	134	12
78	230	179	16
82	240	157	9
12	140	105	11
33	185	58	13
19	169	104	11
76	217	183	31
78	217	177	12
39	189	53	21
44	194	58	17
49	196	67	19
76	217	186	31
33	184	59	24
36	189	51	15
92	234	135	23
16	159	110	17
1	208	135	0
8	124	76	15
76	220	179	14
11	165	101	6
54	188	97	6
20	187	86	7
82	229	153	11
33	189	64	11
10	133	94	9
18	182	92	8
34	188	60	21
24	175	86	15
39	188	56	22
47	195	62	20
27	178	80	16
