363	134	136
128	147	144
142	144	139
312	142	170
355	141	125
222	184	101
412	129	137
34	152	139
14	150	147
183	144	157
134	152	133
192	166	147
116	168	136
208	204	163
404	180	165
289	136	149
24	154	147
360	141	131
306	133	159
178	142	156
134	143	139
326	163	176
300	122	135
264	129	131
155	134	137
24	156	144
432	205	121
303	138	156
396	129	172
269	140	129
127	149	150
25	142	142
348	147	145
32	146	136
388	152	172
28	145	158
171	142	155
69	145	165
96	173	164
115	156	151
36	140	156
30	140	151
320	156	153
67	152	170
152	155	160
426	162	139
425	173	123
162	141	130
438	200	142
308	141	157
438	206	151
359	152	140
418	146	152
279	157	130
413	136	139
103	136	152
296	138	158
307	140	159
280	141	163
68	144	151
135	153	144
71	158	160
173	154	156
160	138	135
165	147	153
314	147	153
325	159	166
155	130	154
252	145	143
30	159	151
169	154	137
38	155	157
129	162	151
409	151	147
398	140	144
156	135	157
97	128	150
313	154	165
182	150	169
41	151	159
314	150	148
8	153	165
182	162	179
303	164	165
406	151	151
348	150	171
283	142	130
57	160	148
24	147	142
211	167	147
365	151	136
105	158	160
219	182	118
321	164	161
79	162	101
145	140	159
366	142	151
110	148	147
350	137	138
51	142	129
254	168	135
168	143	139
188	162	151
68	136	145
433	237	122
373	163	135
263	125	130
330	180	178
289	146	154
214	204	157
341	180	143
144	155	153
365	154	149
69	146	137
137	150	159
339	150	141
242	146	140
81	144	138
237	142	133
231	87	125
307	135	161
59	174	159
367	147	152
157	132	145
234	133	140
379	142	165
104	146	153
38	157	158
247	134	158
59	180	151
315	144	153
81	164	131
338	137	154
280	151	135
290	148	156
363	143	145
287	145	148
315	140	172
243	131	148
86	124	165
111	159	163
368	162	173
244	136	139
262	132	134
376	145	153
203	196	140
426	208	147
252	165	147
93	203	181
399	154	169
281	132	122
263	126	119
402	172	165
279	156	119
185	167	149
332	174	165
172	150	151
305	133	153
315	147	162
392	116	165
