399	502	158
231	262	78
1086	325	156
26	452	172
730	342	274
422	364	80
902	498	179
532	464	183
998	341	232
575	397	226
400	494	155
821	358	206
961	358	135
759	337	267
76	310	99
1119	434	163
400	512	158
746	353	271
762	334	263
745	340	276
771	340	274
217	141	178
418	424	95
476	238	182
578	352	227
86	380	111
525	437	180
536	498	192
152	493	295
992	389	220
774	348	256
104	536	188
1022	329	168
570	389	187
1126	420	204
852	493	224
497	277	103
112	445	178
824	378	195
33	428	198
1086	333	170
296	326	188
466	248	211
245	290	139
351	457	87
239	336	102
397	478	156
484	262	126
580	344	184
697	338	259
141	396	247
203	197	276
770	318	282
554	530	274
634	346	160
667	341	231
868	448	214
850	582	243
205	258	290
802	336	275
595	269	228
523	408	212
194	284	228
553	564	266
1052	316	180
658	342	234
498	304	124
283	334	163
868	486	243
208	261	248
306	352	176
1003	356	220
654	384	208
773	332	272
486	274	130
312	369	206
110	490	154
122	424	219
934	394	232
984	393	184
827	402	196
657	372	231
323	346	196
797	329	267
377	422	214
324	344	191
660	376	235
556	501	247
1015	386	186
396	488	202
62	356	176
307	328	168
981	340	139
884	457	208
562	498	212
449	233	96
1037	296	180
604	333	224
1073	304	164
834	441	199
460	228	168
933	380	235
850	528	240
1054	348	187
428	321	94
99	484	134
720	336	278
499	292	138
524	424	180
1114	434	160
824	412	199
895	526	196
848	501	210
1022	350	195
1082	305	146
119	429	196
164	464	256
308	358	211
116	409	207
764	329	255
847	481	218
362	532	147
20	482	182
177	384	246
523	416	184
215	193	211
162	434	266
504	317	108
130	382	251
499	276	104
335	357	120
700	329	256
322	353	184
812	324	250
1028	336	170
639	332	148
218	184	152
994	353	216
548	598	250
378	502	222
764	357	255
926	445	207
848	513	203
632	345	144
341	384	102
624	332	207
971	313	94
458	208	128
264	274	127
176	409	210
727	333	259
759	329	251
344	406	90
208	209	236
333	357	134
724	352	251
874	473	208
890	497	195
423	370	83
664	326	240
