1272	140	95
418	123	111
192	122	93
162	130	91
1277	141	95
666	117	90
633	120	113
56	136	84
679	94	101
665	104	85
912	103	116
1295	218	118
823	123	101
868	102	99
774	158	65
798	193	78
975	154	80
1272	145	92
561	174	93
847	112	141
1096	188	171
587	164	91
463	114	157
460	120	174
132	134	89
206	126	87
528	195	135
440	112	167
1097	193	154
1057	120	95
16	141	89
287	140	93
246	126	89
543	186	86
86	146	88
341	112	91
904	108	107
1254	126	106
619	125	155
908	102	123
242	134	105
384	112	77
1234	116	111
810	175	83
282	139	82
1173	131	87
382	105	75
290	142	81
1206	156	79
1259	127	85
560	178	93
158	143	81
98	136	88
10	142	80
1210	144	83
1265	144	91
216	140	102
653	122	94
502	152	101
1156	100	118
808	166	87
803	172	99
748	114	78
871	130	91
400	136	86
621	120	147
476	109	123
967	154	96
433	128	158
690	96	97
1183	110	65
912	113	115
1262	128	105
89	136	97
421	155	114
868	112	105
1044	88	70
982	144	94
672	114	95
654	103	95
1088	194	162
1217	120	97
422	120	130
992	166	120
1286	160	113
267	148	95
206	132	87
985	152	84
380	90	77
934	153	101
701	120	79
22	134	95
126	148	93
1204	148	93
1110	183	106
267	117	61
390	134	78
428	109	133
805	184	89
33	144	83
728	88	53
1069	176	96
380	120	79
81	156	110
1213	136	93
932	152	106
1052	134	83
925	124	123
835	127	108
436	132	136
709	126	75
237	128	93
410	138	109
470	112	130
1015	139	103
551	191	83
933	146	110
295	120	86
645	145	92
897	149	79
1206	151	95
408	151	94
983	144	95
425	92	154
548	168	97
475	116	137
1112	156	121
808	169	97
1089	186	191
1233	93	123
597	145	109
857	118	143
303	134	111
475	124	116
999	130	130
354	98	87
164	120	89
657	105	88
877	126	81
277	129	69
130	130	95
30	132	95
231	142	89
19	141	88
919	135	97
850	126	139
790	176	81
586	172	87
307	140	101
90	147	97
902	111	99
198	134	95
1302	197	133
961	127	97
299	134	89
646	129	87
604	123	130
66	134	113
491	144	128
848	124	143
