42	410	134	24
26	350	66	19
20	330	37	13
13	378	91	10
47	346	54	13
49	325	41	11
19	340	39	15
30	363	37	13
57	320	41	11
18	348	44	12
18	338	39	35
51	311	32	10
26	360	54	10
38	413	129	16
25	350	49	10
53	330	57	8
6	370	61	12
7	378	57	12
28	350	39	19
27	346	41	9
63	355	32	13
52	335	56	12
37	426	119	16
39	425	129	18
57	328	37	12
52	328	59	13
44	391	104	14
56	340	44	14
17	346	52	12
59	323	49	13
30	371	31	22
30	370	54	24
18	353	44	26
17	355	51	16
25	356	64	11
24	355	49	22
49	330	39	19
58	328	37	15
25	355	66	13
42	428	132	21
64	355	41	10
14	381	67	15
74	328	47	11
58	330	47	13
54	336	59	13
46	371	56	18
28	358	49	12
63	355	34	11
22	343	41	17
48	336	47	17
42	410	146	16
44	403	96	26
36	415	107	17
65	361	27	12
60	323	46	9
28	348	36	9
17	343	36	9
56	331	44	8
40	408	149	35
20	345	46	34
29	363	47	15
43	403	122	19
16	356	51	17
55	338	49	16
64	356	41	16
18	348	49	22
21	346	41	18
28	350	52	14
56	330	79	8
9	371	49	12
36	360	89	8
63	355	59	8
70	350	31	18
19	341	36	15
25	356	49	16
46	373	52	20
67	353	42	16
