26	353	134
20	278	81
34	284	110
20	262	113
33	349	125
12	330	121
20	322	122
34	236	74
25	302	127
21	250	83
34	236	74
19	275	103
22	331	93
15	302	102
24	255	132
20	244	99
5	308	124
22	247	105
33	290	87
22	247	105
23	353	116
22	288	93
19	275	103
16	316	100
24	255	132
14	297	77
15	302	102
11	331	144
34	280	58
20	262	113
20	195	91
14	297	77
34	236	74
10	338	116
18	255	84
17	236	74
31	310	105
14	353	81
28	284	159
25	324	124
37	294	109
18	272	124
32	299	108
31	310	105
12	325	113
26	316	154
35	294	80
36	262	97
26	316	154
33	249	40
17	261	43
20	322	122
20	261	106
11	349	132
15	366	124
32	299	108
12	300	90
27	331	137
34	281	100
11	352	109
26	350	149
34	302	87
22	224	83
36	262	97
15	312	75
20	262	113
36	303	100
21	269	99
13	296	118
15	312	75
27	331	137
15	366	124
19	321	86
20	278	81
23	306	108
15	366	124
17	303	109
15	312	75
12	330	121
21	250	83
13	331	152
27	331	137
10	310	127
34	280	58
19	321	86
26	353	134
23	306	108
39	309	105
34	302	87
14	353	81
14	353	81
26	353	134
19	283	108
33	319	88
11	349	132
27	281	131
31	310	105
21	274	74
35	244	109
16	277	77
