522	357	197
608	237	158
666	255	192
1052	408	279
247	408	278
313	226	225
641	243	195
414	262	195
238	412	266
522	346	209
519	330	212
1031	412	308
507	304	216
765	519	275
243	415	272
701	231	171
310	252	222
432	262	195
436	264	201
71	229	188
123	244	182
381	265	191
97	249	191
916	334	174
502	304	212
487	274	210
406	265	201
662	247	186
1067	396	254
775	493	257
683	298	210
239	396	258
718	358	222
688	330	194
956	369	201
818	399	258
891	240	224
709	274	230
651	274	230
875	274	230
588	250	143
545	357	186
598	264	138
55	241	188
1006	382	329
664	261	231
63	231	212
562	330	219
915	283	210
1070	420	278
288	321	260
836	388	243
605	264	180
165	387	182
694	300	200
905	316	191
241	418	266
145	352	183
708	277	206
600	280	185
671	252	171
254	402	290
945	388	231
510	373	230
327	259	222
422	259	221
406	259	219
28	253	209
322	222	213
235	408	237
104	181	155
490	243	197
576	334	240
448	297	219
687	294	251
682	327	198
778	486	245
882	270	204
665	288	233
896	295	222
225	417	245
189	498	195
10	243	204
237	376	225
1014	471	335
248	385	272
72	196	167
710	319	204
372	231	161
1053	399	248
996	385	347
344	181	180
258	399	225
813	393	258
895	240	215
531	334	231
256	367	200
120	270	186
774	486	234
921	292	237
376	303	164
596	261	164
465	235	170
27	166	185
862	273	228
842	369	239
1002	442	342
899	339	237
1043	453	305
933	298	203
623	258	165
370	268	173
797	369	257
251	370	266
655	216	198
678	261	198
240	384	230
902	331	230
383	259	201
455	253	186
328	255	198
563	238	209
123	255	176
805	426	284
93	276	189
363	235	239
892	244	230
115	274	203
1018	447	345
277	325	249
767	450	260
510	318	233
390	291	215
1011	421	321
997	445	332
62	277	177
545	355	191
266	385	219
243	367	237
499	309	200
1097	333	221
886	249	183
196	426	159
757	421	231
886	225	198
735	294	170
427	273	198
89	246	186
479	277	198
220	367	203
362	268	210
39	187	191
603	244	159
790	436	287
403	286	204
344	229	188
43	225	191
588	288	132
105	250	168
